incident_id,entity_name,State,third_party_involved,individuals_affected,breach_date,breach_type,breach_location,date_reported,incident_summary,breach_start,breach_end,year,incident_status,incident_duration_days,critical_incident,severity,event_date
149,SunBridge Healthcare Corporation,NM,Unknown,1000,2010-06-26,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-06-26,,2010,Open,,0,Medium,2014-01-23
150,Holyoke Medical Center,MA,Pioneer Valley Pathology,24750,2010-07-26,Improper Disposal,Paper,2014-01-23,Not provided,2010-07-26,,2010,Open,,0,Medium,2014-01-23
151,Newark Beth Israel Medical Center,NJ,KPMG LLP,956,2010-05-10,Theft,"Other Portable Electronic Device, Other",2014-06-19,"OCR opened an investigation of the covered entity (CE), Newark Beth Israel Medical Center, after it reported an employee of the CE's business associate (BA), KPMG LLP, lost an unencrypted USB drive that contained the electronic protected health information (ePHI) of 956 individuals.  The ePHI included names and clinical information.  Upon discovery of the breach, the CE's BA conducted a search of the area.  The CE provided breach notification to HHS, the Media and affected individuals.  As a result of OCR's investigation, the BA installed and implemented encryption software to its electronic equipment and devices.  In addition, the BA encrypted and password protected all equipment and devices that could contain the CE's data.  The BA also reprimanded and retrained the employee and retrained all employees on safeguarding ePHI.  The breach incident involved a BA and occurred prior to the September 23, 2013, compliance date.  OCR verified that the CE had a proper BA agreement in place that restricted the BA's use and disclosure of PHI and required the BA to safeguard all PHI.",2010-05-10,,2010,Open,,0,Medium,2014-06-19
152,Saint Barnabas Medical Center,NJ,KPMG LLP,3630,2010-05-10,Theft,Other Portable Electronic Device,2014-06-19,"The covered entity (CE), Long Island Consultation Center, misplaced an unencrypted portable device that contained the electronic protected health information (ePHI) of 800 individuals.  The ePHI included names, dates of birth, diagnoses, and other treatment information.  Upon discovery of the breach, the CE conducted a search for the portable device.  The CE provided breach notification to HHS, the media, and affected individuals.  As a result of OCR's investigation, the CE improved physical security.   The CE also developed and implemented a policy and procedure prohibiting use of portable media for storing ePHI and trained staff on its new policy. ",2010-05-10,,2010,Open,,0,Medium,2014-06-19
153,NYU School of Medicine--Aging and Dementia Clinical Research Center ,NY,Unknown,1200,2010-04-03,Loss,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-04-03,,2010,Open,,0,Medium,2014-01-23
154,University of Rochester Medical Center and Affiliates,NY,Unknown,857,2010-08-02,Loss,Other Portable Electronic Device,2014-01-23,Not provided,2010-08-02,,2010,Open,,0,Medium,2014-01-23
155,State of Delaware Health Plan,DE,Aon Consulting,22642,2010-08-16,Other,Network Server,2014-01-23,"The business associate prepared a document as part of a request for proposal for the covered entity's vision benefit program which mistakenly included protected health information of 22,642 individuals.  The document was posted online for five days.  The protected health information involved in the breach included social security numbers, dates of birth, gender, zip codes, and vision plan enrollment information.  In response to this incident, the covered entity implemented additional safeguards to prevent this type of impermissible disclosure of protected health information.  In particular, the covered entity will now require several layers of review before allowing public disclosure of documents prepared by the business associate.  The covered entity also took steps to enforce the requirements of its business associate agreement with Aon Consulting.  Aon will provide affected individuals with free credit monitoring, fraud resolution resources, and identity theft insurance.  Additionally, the business associate has provided assurances to the covered entity that it has taken steps to prevent this type of impermissible disclosure in the future.

",2010-08-16,,2010,Open,,0,Medium,2014-01-23
156,"Curtis R. Bryan, M.D.",VA,Unknown,2739,2010-07-12,Theft,Laptop,2014-01-23,Not provided,2010-07-12,,2010,Open,,0,Medium,2014-01-23
157,Mayo Clinic,MN,Unknown,1740,2009-07-15,Unauthorized Access/Disclosure,Electronic Medical Record,2014-01-23,Not provided,2009-07-15,,2009,Open,,0,Medium,2014-01-23
158,LabCorp Patient Service Center,NV,Unknown,507,2010-08-02,Theft,Paper,2014-01-23,Not provided,2010-08-02,,2010,Open,,0,Medium,2014-01-23
159,The Kent Center ,RI,Unknown,1361,2010-07-13,Theft,Paper,2014-01-23,Not provided,2010-07-13,,2010,Open,,0,Medium,2014-01-23
160,"Pediatric and Adult Allergy, PC",IA,Unknown,19222,2010-07-11,Loss,Other Portable Electronic Device,2014-01-23,Not provided,2010-07-11,,2010,Open,,0,Medium,2014-01-23
161,Ault Chiropractic Center,IN,Unknown,2000,2010-09-15,Theft,"Laptop, Desktop Computer",2014-01-23,Not provided,2010-09-15,,2010,Open,,0,Medium,2014-01-23
162,County of Los Angeles,CA,Unknown,33000,2010-07-29,Theft,Paper,2014-01-23,Not provided,2010-07-29,,2010,Open,,0,Medium,2014-01-23
163,"Matthew H. Conrad, M.D., P.A.",KS,Unknown,1200,2010-08-20,Theft,"Laptop, Paper",2014-01-23,Not provided,2010-08-20,,2010,Open,,0,Medium,2014-01-23
164,UnitedHealth Group health plan single affiliated covered entity,MN,CareCore National,1270,2010-07-08,Other,Paper,2014-01-23,Not provided,2010-07-08,,2010,Open,,0,Medium,2014-01-23
165,Counseling and Psychotherapy of Throggs Neck,NY,Unknown,9000,2010-09-06,Theft,Desktop Computer,2014-01-23,Not provided,2010-09-06,,2010,Open,,0,Medium,2014-01-23
166,United States Air Force,OH,Unknown,2123,2010-07-29,Improper Disposal,Paper,2014-01-23,Not provided,2010-07-29,,2010,Open,,0,Medium,2014-01-23
167,"State of Alaska, Department of Health and Social Services",AK,Alaskan AIDS Assistance Association,2000,2010-09-07,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-09-07,,2010,Open,,0,Medium,2014-01-23
168,"St. Vincent Hospital and Health Care Center, Inc.",IN,Unknown,1199,2010-07-25,Theft,Laptop,2014-01-23,Not provided,2010-07-25,,2010,Open,,0,Medium,2014-01-23
169,Milford Regional Medical Center,MA,Unknown,20000,2010-07-26,Improper Disposal,Paper,2014-01-23,Not provided,2010-07-26,,2010,Open,,0,Medium,2014-01-23
170,"Alliance HealthCare Services, Inc.",CA,Oroville Hospital,1474,2010-07-31,Theft,"Other Portable Electronic Device, Other",2014-04-24,"The covered entity (CE) filed a breach report with OCR after two USB storage devices containing electronic protected health information (ePHI) of 1,474 individuals were lost.  The ePHI included names, dates of birth, and treatment information.  Upon discovery of the breach, the CE notified individuals, OCR and the media.  Additionally, the CE initiated an encryption project to encrypt emails, external hard drives, and related media.  Following OCR's investigation, the CE filed a police report, updated its policies and procedures in an effort to better safeguard ePHI, and encrypted USB devices.



",2010-07-31,,2010,Open,,0,Medium,2014-04-24
171,"Alliance HealthCare Services, Inc.",CA,Eden Medical Center,1474,2010-08-05,Theft,"Other Portable Electronic Device, Other",2014-06-24,"The covered entity (CE) lost two portable electronic storage devices containing the electronic protected health information (ePHI) of 1,474 individuals.  The ePHI included patients' names, dates of birth, and treatment information.  Upon discovery of the breach, the covered entity (CE) notified individuals, HHS, and the media.  Additionally, the CE initiated a project to encrypt emails, external hard drives, and related electronic media.  Following OCR's investigation, the CE filed a police report, updated its policies and procedures in order to better safeguard patients' ePHI, and encrypted portable electronic computer devices.",2010-08-05,,2010,Open,,0,Medium,2014-06-24
172,NewYork-Presbyterian Hospital and Columbia University Medical Center,NY,Unknown,6800,2010-07-01,Theft,Network Server,2014-06-19,"Data breach results in $4.8 million HIPAA settlements

Two health care organizations have agreed to settle charges that they potentially violated the Health Insurance Portability and Accountability Act of 1996 (HIPAA) Privacy and Security Rules by failing to secure thousands of patients' electronic protected health information (ePHI) held on their network. The monetary payments of $4,800,000 include the largest HIPAA settlement to date.

The U.S. Department of Health and Human Services (HHS) Office for Civil Rights (OCR) initiated its investigation of New York and Presbyterian Hospital (NYP) and Columbia University (CU) following their submission of a joint breach report, dated September 27, 2010, regarding the disclosure of the ePHI of 6,800 individuals, including patient status, vital signs, medications, and laboratory results. 

NYP and CU are separate covered entities that participate in a joint arrangement in which CU faculty members serve as attending physicians at NYP. The entities generally refer to their affiliation as 'New York Presbyterian Hospital/Columbia University Medical Center.'  NYP and CU operate a shared data network and a shared network firewall that is administered by employees of both entities. The shared network links to NYP patient information systems containing ePHI.

The investigation revealed that the breach was caused when a physician employed by CU who developed applications for both NYP and CU attempted to deactivate a personally-owned computer server on the network containing NYP patient ePHI. Because of a lack of technical safeguards, deactivation of the server resulted in ePHI being accessible on internet search engines. The entities learned of the breach after receiving a complaint by an individual who found the ePHI of the individual's deceased partner, a former patient of NYP, on the internet.

In addition to the impermissible disclosure of ePHI on the internet, OCR's investigation found that neither NYP nor CU made efforts prior to the breach to assure that the server was secure and that it contained appropriate software protections. Moreover, OCR determined that neither entity had conducted an accurate and thorough risk analysis that identified all systems that access NYP ePHI. As a result, neither entity had developed an adequate risk management plan that addressed the potential threats and hazards to the security of ePHI. Lastly, NYP failed to implement appropriate policies and procedures for authorizing access to its databases and failed to comply with its own policies on information access management.

'When entities participate in joint compliance arrangements, they share the burden of addressing the risks to protected health information,'  said Christina Heide, Acting Deputy Director of Health Information Privacy for OCR. 'Our cases against NYP and CU should remind health care organizations of the need to make data security central to how they manage their information systems.' 

NYP has paid OCR a monetary settlement of $3,300,000 and CU $1,500,000, with both entities agreeing to a substantive corrective action plan, which includes undertaking a risk analysis, developing a risk management plan, revising policies and procedures, training staff, and providing progress reports.

",2010-07-01,,2010,Open,,0,Medium,2014-06-19
173,St. James Hospital and Health Centers,IL,Unknown,967,2010-08-10,Improper Disposal,Paper,2014-01-23,Not provided,2010-08-10,,2010,Open,,0,Medium,2014-01-23
174,"University of Oklahoma - Tulsa, Neurology Clinic",OK,Unknown,19200,2010-07-28,Hacking/IT Incident,Desktop Computer,2014-01-23,Not provided,2010-07-28,,2010,Open,,0,Medium,2014-01-23
175,"LORENZO BROWN, MD INC.",CA,Unknown,928,2010-08-17,Theft,Desktop Computer,2014-01-23,Not provided,2010-08-17,,2010,Open,,0,Medium,2014-01-23
176,"Milton Pathology Associates, P.C.",MA,Joseph A. Gagnon d/b/a Goldthwait Associates,11000,2010-07-26,Improper Disposal,Paper,2014-01-23,Not provided,2010-07-26,,2010,Open,,0,Medium,2014-01-23
177,WESTMED Medical Group,NY,Unknown,578,2010-08-17,Theft,Laptop,2014-06-19,"An unencrypted laptop computer that contained the electronic protected health information (ePHI) of 578 individuals was stolen from the covered entity (CE), WestMed Medical Group.  The ePHI included names, dates of birth and test results.  Upon discovery of the breach, the CE filed a police report and provided breach notification to affected individuals, HHS and the media.  As a result of OCR's investigation, the CE improved physical security by locking all laptops during the day and storing all laptops in a locked cabinet overnight.  In addition, the CE reconfigured all laptops with strong passwords and implemented a new procedure to save data to a secure file server.  Further, the CE encrypted all laptop hard drives.  The CE also retrained staff on safeguarding ePHI.



",2010-08-17,,2010,Open,,0,Medium,2014-06-19
178,"Debra C. Duffy, DDS",TX,Unknown,4700,2010-08-05,Theft,"Laptop, Network Server",2014-01-23,"An unencrypted laptop and network server were stolen during a burglary of the office.The breach affected approximately 4700 individuals.The protected health information involved in the breach included treatment information for pediatric dental patients and social security numbers, insurance identification numbers and driver's license numbers. Following the discovery of the breach, the CE relocated the practice servers, secured the laptops and installed steel doors at the front entrance of the facility. Additionally, the CE notified the affected individuals and local media and retrained staff.  

",2010-08-05,,2010,Open,,0,Medium,2014-01-23
179,"Cumberland Gastroenterology, P.S.C.",KY,Unknown,2200,2010-09-18,Theft,Paper,2014-01-23,Not provided,2010-09-18,,2010,Open,,0,Medium,2014-01-23
180,Johns Hopkins University Applied Physics Laboratory (JHU/APL) Medical and Dental Insurance Plan,MD,Unknown,692,2010-06-15,Other,Other,2014-01-23,"Protected health information was attached to an email addressed to 85 employees by a benefits staff member. Within 5 days, all recipients were notified, and the email was deleted.  Approximately 692 individuals were affected by this breach.  The email included names, dates of birth, social security numbers, and marital and disability status.  To prevent a similar breach from happening in the future, the covered entity instituted a policy to encrypt emails containing protected health information before it is sent out from the benefits department.  Following OCR's investigation, the covered entity updated its policies and procedures establishing a new business process to require that all emails sent by the benefits office to 5 or more staff members that includes an attachment be reviewed by another team member to ensure the proper document is attached and took personnel action with the responsible employee. Further, the benefits office will use an encryption specialist to train all benefits office staff in the proper methods of encryption, explore future capability of automated flagging of any electronic communications sent by benefits office staff containing potentially sensitive data such as 9-digit numbers, and obtain additional HIPAA training.

",2010-06-15,,2010,Open,,0,Medium,2014-01-23
181,LoneStar Audiology Group,TX,Unknown,585,2010-08-11,Theft,Laptop,2014-01-23,"A laptop was stolen from a workforce member's home. Approximately 585 individuals were affected.  The PHI included addresses, dates of birth, diagnosis and conditions, medications and other treatment information. Following the breach, the covered entity encrypted all its laptops. After the initiation of OCR's investigation, the encryption of the laptops was completed.

",2010-08-11,,2010,Open,,0,Medium,2014-01-23
182,Utah Department of Health,UT,Utah Department of Workforce Services,1298,2010-03-01,Other,"Desktop Computer, Paper",2014-01-23,Not provided,2010-03-01,,2010,Open,,0,Medium,2014-01-23
183,SW Seattle Orthopaedic and Sports Medicine,WA,Unknown,9493,2010-09-04,Hacking/IT Incident,Network Server,2014-01-23,"A database web server, containing the electronic protected health information (EPHI) of 9,493 individuals, was breached by an unknown, external person(s) for use as a game server.  Although there was no indication of access to EPHI, the EPHI on the database web server included names, dates of birth, types of x-rays, and dates of x-rays.  Following the breach, the covered entity relocated two servers to its more secure primary data center and removed the Internet access line that resulted in the breach.  Additionally, OCR's investigation resulted in the covered entity improving their administrative safeguards, such as incident response and reporting.  

",2010-09-04,,2010,Open,,0,Medium,2014-01-23
184,University of Arkansas for Medical Sciences,AR,Unknown,1000,2010-10-12,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-10-12,,2010,Open,,0,Medium,2014-01-23
185,"BlueCross BlueShield of Tennessee, Inc.",TN,Unknown,1023209,2009-10-02,Theft,Other,2014-01-23,Not provided,2009-10-02,,2009,Open,,1,High,2014-01-23
186,Northridge Hospital Medical Center,CA,Unknown,716,2010-10-16,Loss,Paper,2014-01-23,Not provided,2010-10-16,,2010,Open,,0,Medium,2014-01-23
187,Puerto Rico Department of Health,PR,"Triple-S Management, Corp.; Triple-S Salud, Inc.; ",475000,2008-10-03,"Unauthorized Access/Disclosure, Hacking/IT Incident",Network Server,2014-01-23,Not provided,2008-10-03,,2008,Open,,1,High,2014-01-23
188,"Aetna, Inc.",CT,Unknown,2345,2010-09-09,Unauthorized Access/Disclosure,Network Server,2014-01-23,"Aetna notified all possibly affected individuals of the breach, filed a breach report with OCR, commenced an investigation to identify and correct the root cause of the issue; the coding changes that were causing the breach were removed from IPS via Aetna's emergency Change Management procedures to prevent any further exposure while the problem was analyzed; once the specific code that conflicted with its proxy server settings was identified as the root cause of the breach, it was removed. Also, in an effort to mitigate any harm as a result of the breach, Aetna offered all affected individuals one year of free credit monitoring, and the notification letters included a toll-free number which was established specifically to answer questions related to this incident. 

",2010-09-09,,2010,Open,,0,Medium,2014-01-23
189,Sta-home Health & Hospice,MS,Unknown,1104,2010-09-16,Theft,Desktop Computer,2014-01-23,Not provided,2010-09-16,,2010,Open,,0,Medium,2014-01-23
190,Puerto Rico Department of Health,PR,Medical Card System/MCS-HMO/MCS Advantage/MCS Life,115000,2010-09-03,Unauthorized Access/Disclosure,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-09-03,,2010,Open,,1,High,2014-01-23
191,VNA of Southeastern Ct.,CT,Unknown,12000,2010-09-30,Theft,Laptop,2014-01-23,Not provided,2010-09-30,,2010,Open,,0,Medium,2014-01-23
192,"Prime Home Care, LLC",NE,Unknown,1550,2010-09-13,Theft,Desktop Computer,2014-01-23,Not provided,2010-09-13,,2010,Open,,0,Medium,2014-01-23
193,Visiting Nurse Service Association of Schenectady County,NY,Unknown,535,2010-09-14,Theft,Laptop,2014-06-19,"An encrypted laptop computer that contained the electronic protected health information (ePHI) of 535 individuals was stolen from the covered entity (CE).  The ePHI included names, addresses, and dates of birth.  Upon discovery of the breach, the CE filed a police report to recover the stolen item.  Following OCR's investigation, the CE disabled the involved staff member's account, verbally counseled the staff member, and retrained the staff member.  The CE also adopted and implemented security policies and procedures for laptops/tablet devices and provided training to all staff.",2010-09-14,,2010,Open,,0,Medium,2014-06-19
194,"Manor Care Indy (South), LLC.",IN,Unknown,845,2010-09-11,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2010-09-11,,2010,Open,,0,Medium,2014-01-23
195,"Robert Wheatley, DDS, PC",MO,Unknown,1400,2010-10-17,Theft,Laptop,2014-01-23,Not provided,2010-10-17,,2010,Open,,0,Medium,2014-01-23
196,Henry Ford Hospital,MI,Unknown,3700,2010-09-24,Theft,Laptop,2014-01-23,Not provided,2010-09-24,,2010,Open,,0,Medium,2014-01-23
197,Holy Cross Hospital,FL,Unknown,1500,2010-07-27,Theft,Paper,2014-01-23,Not provided,2010-07-27,,2010,Open,,0,Medium,2014-01-23
198,Newark Beth Israel Medical Center,NJ,"Professional Transcription Company, Inc.",1744,2010-01-01,Theft,Network Server,2014-06-19,"The covered entity's (CE) business associate (BA), Professional Transcription Company, posted the electronic protected health information (ePHI) of 1,744 individuals on a website portal of the BA.  The ePHI included names, dates of birth, diagnosis, and other clinical information.  Upon discovery of the breach, the BA shut down the applicable server.  The CE, Newark Beth Israel Medical Center, provided breach notification to HHS, the media, and affected individuals and also posted substitute notice on its website.  As a result of OCR's investigation, the BA located the ePHI online and contacted Google to block files that contained ePHI.  In addition, the BA retrained all employees regarding its security policies.  The CE terminated its BA agreement with the BA.  The breach incident involved a BA and occurred prior to the September 23, 2013, compliance date.  OCR verified that the CE had a proper BA agreement in place that restricted the BA's use and disclosure of PHI and required the BA to safeguard all PHI.",2010-01-01,,2010,Open,,0,Medium,2014-06-19
199,Memorial Hospital of Gardena,CA,Unknown,771,2010-10-14,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2010-10-14,,2010,Open,,0,Medium,2014-01-23
200,Oklahoma City VA Medical Center,OK,Unknown,1950,2010-10-08,"Theft, Loss, Improper Disposal",Paper,2014-01-23,Not provided,2010-10-08,,2010,Open,,0,Medium,2014-01-23
201,Albert Einstein Healthcare Network,PA,Unknown,613,2010-10-21,Theft,Desktop Computer,2014-01-23,Not provided,2010-10-21,,2010,Open,,0,Medium,2014-01-23
202,Kings County Hospital Center,NY,Unknown,542,2010-08-22,Theft,Desktop Computer,2014-06-19,"An unencrypted desktop computer that contained the electronic protected health information (ePHI) of 542 individuals was stolen from the covered entity (CE), Kings County Hospital Center.  The ePHI included names, medical record numbers, admission and treatment dates, diagnostic treatment, pathology and/or medication information, telephone numbers and ages.  Upon discovery of the breach, the CE filed a police report and provided breach notification to affected individuals, HHS, and the media.  As a result of OCR's investigation, the CE installed an encryption system for all internal and external computers and laptops.  The CE implemented a new policy that prohibits staff from storing ePHI on their local computer hard drives or Windows desktop.",2010-08-22,,2010,Open,,0,Medium,2014-06-19
203,University of Tennessee Medical Center,TN,Unknown,8200,2009-09-23,Improper Disposal,Paper,2014-01-23,Not provided,2009-09-23,,2009,Open,,0,Medium,2014-01-23
204,Ochsner Health System,LA,H.E.L.P. Financial Corporation,9475,2010-09-27,Unauthorized Access/Disclosure,Paper,2014-01-23,"A programming error in a business associate's IT system caused the PHI of patients to be printed on letters sent to other patients. The printing error affected approximately 9475 individuals.The protected health information involved in the breach included patient names, medical record numbers and account balances. Following the discovery of the breach, the BA corrected the programming error and implemented additional quality checks. Additionally, the BA notified the affected individuals and the CE notified the local media.  

",2010-09-27,,2010,Open,,0,Medium,2014-01-23
205,zarzamora family dental care,TX,Unknown,800,2010-10-15,Theft,Desktop Computer,2014-01-23,Not provided,2010-10-15,,2010,Open,,0,Medium,2014-01-23
206,Hospital Auxilio Mutuo,PR,Unknown,1000,2010-11-09,"Theft, Unauthorized Access/Disclosure, Hacking/IT Incident","Laptop, Desktop Computer",2014-01-23,Not provided,2010-11-09,,2010,Open,,0,Medium,2014-01-23
207,Pinnacle Health System,PA,"Gair Medical Transcription Services, Inc.",1085,2008-10-01,Unauthorized Access/Disclosure,Network Server,2014-01-23,"Pinnacle Health Systems was notified that a business associate, a medical transcription service, had a server compromised in which reports of Pinnacle patients could be viewed online.  The server compromise involved the protected health information of 1085 individuals.  The protected health information involved in the breach included names, Medicaid ID numbers, dates of birth, and primary physicians.  In response to this incident, the covered entity took steps to enforce the requirements of the Privacy & Security Rules.  The covered entity immediately discontinued its relationship with the business associate and engaged another medical transcription service.  The covered entity also contracted with forensic consultants to ensure that the cause of the compromise was found that that all traces of breached medical reports were removed from online and inaccessible in the future.  

",2008-10-01,,2008,Open,,0,Medium,2014-01-23
208,"Gary C. Spinks, DMD, PC",MD,Unknown,1000,2010-09-29,Hacking/IT Incident,"Desktop Computer, Network Server",2014-01-23,Not provided,2010-09-29,,2010,Open,,0,Medium,2014-01-23
209,Cook County Health & Hospitals System,IL,Unknown,556,2010-11-01,Theft,Desktop Computer,2014-01-23,Not provided,2010-11-01,,2010,Open,,0,Medium,2014-01-23
210,"Dean Health Systems, Inc.; St. Mary's Hospital; St. Marys Dean Ventures, Incorporated",WI,Unknown,3288,2010-11-08,Theft,Laptop,2014-01-23,Not provided,2010-11-08,,2010,Open,,0,Medium,2014-01-23
211,Riverside Mercy Hospital and Ohio/Mercy Diagnostics,OH,Unknown,1000,2003-03-29,Improper Disposal,Paper,2014-01-23,Not provided,2003-03-29,,2003,Open,,0,Medium,2014-01-23
212,California Therapy Solutions,CA,Unknown,1250,2010-11-11,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-11-11,,2010,Open,,0,Medium,2014-01-23
213,Osceola Medical Center,WI,Hils Transcription,585,2010-11-25,Unauthorized Access/Disclosure,Other,2014-01-23,Not provided,2010-11-25,,2010,Open,,0,Medium,2014-01-23
214,Indiana Family and Social Services Administration,IN,The Southwestern Indiana Regional Council on Aging,757,2010-11-04,Theft,Laptop,2014-01-23,Not provided,2010-11-04,,2010,Open,,0,Medium,2014-01-23
215,Mankato Clinic,MN,Unknown,3159,2010-11-01,Theft,Laptop,2014-01-23,Not provided,2010-11-01,,2010,Open,,0,Medium,2014-01-23
216,Geisinger Wyoming Valley Medical Center,PA,Unknown,2928,2010-11-03,Unauthorized Access/Disclosure,E-mail,2014-01-23,Not provided,2010-11-03,,2010,Open,,0,Medium,2014-01-23
217,Our Lady of Peace Hospital,KY,Unknown,24600,2010-03-31,"Theft, Loss","Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-03-31,,2010,Open,,0,Medium,2014-01-23
218,International Union of Operating Engineers Health and Welfare Fund ,MD,"Zenith Administrators, Inc.",800,2010-10-25,Theft,Paper,2014-01-23,Not provided,2010-10-25,,2010,Open,,0,Medium,2014-01-23
219,"Southern Perioperative Services, P.C.",AL,Unknown,2000,2010-11-17,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-11-17,,2010,Open,,0,Medium,2014-01-23
220,Keystone/AmeriHealth Mercy Health Plans,PA,Unknown,808,2010-09-20,Loss,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-09-20,,2010,Open,,0,Medium,2014-01-23
221,"Ankle + Foot Center of Tampa Bay, Inc.",FL,Unknown,156000,2010-10-28,Theft,Network Server,2014-06-30,"The covered entity's (CE) network server, containing the electronic protected health information (ePHI) of 136,000 patients, was hacked.  The types of ePHI involved in the breach were demographic and clinical information, including diagnoses and other treatment data.  Following the breach, the CE hired a third party vendor to resolve a data crash and to create a data back-up plan in order to restore office functioning.  To implement adequate safeguards, the CE also employed a cloud service with increased security as the new network server.  Additionally, the CE contacted the local FBI office to assist with the CE's internal investigation of the breach and provided breach notification to all affected individuals, the media, and HHS.  As a result of OCR's investigation, the CE developed and implemented new protocols to comply with the Security Rule.  In addition, the CE provided and initiated new trainings for its staff, completed hiring of a new network vendor, implemented a new electronic health records system, and accounted for the disclosures in the affected individuals' medical records.",2010-10-28,,2010,Open,,1,High,2014-06-30
222,OhioHealth Corporation dba Grant Medical Center,OH,Unknown,501,2008-01-01,Theft,"Laptop, Desktop Computer",2014-01-23,Not provided,2008-01-01,,2008,Open,,0,Medium,2014-01-23
223,"Seacoast Radiology, PA",NH,Unknown,231400,2010-11-12,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2010-11-12,,2010,Open,,1,High,2014-01-23
224,Friendship Center Dental Office,FL,Unknown,2200,2010-12-19,Theft,Laptop,2014-01-23,Not provided,2010-12-19,,2010,Open,,0,Medium,2014-01-23
225,Centra,VA,Unknown,11982,2010-11-11,Theft,Laptop,2014-01-23,Not provided,2010-11-11,,2010,Open,,0,Medium,2014-01-23
226,St.Vincent Hospital - Indianapolis,IN,Unknown,1848,2010-11-12,Hacking/IT Incident,"Network Server, E-mail",2014-01-23,Not provided,2010-11-12,,2010,Open,,0,Medium,2014-01-23
227,Texas Health Harris Methodist Hospital Azle,TX,Unknown,9922,2010-04-07,"Theft, Loss","Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-04-07,,2010,Open,,0,Medium,2014-01-23
228,Franciscan Medical Group,WA,Unknown,1250,2010-11-18,Theft,Desktop Computer,2014-01-23,Not provided,2010-11-18,,2010,Open,,0,Medium,2014-01-23
229,State of South Carolina Budget and Control Board Employee Insurance Program (EIP),SC,Unknown,5596,2010-11-08,Hacking/IT Incident,Desktop Computer,2014-01-23,Not provided,2010-11-08,,2010,Open,,0,Medium,2014-01-23
230,Lake Woods Nursing & Rehabilitation Center,MI,Unknown,656,2010-12-28,Theft,"Laptop, Desktop Computer",2014-01-23,Not provided,2010-12-28,,2010,Open,,0,Medium,2014-01-23
231,"Benefit Resources, Inc.",SC,Travis Software Corp.,16200,2010-10-13,Loss,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-10-13,,2010,Open,,0,Medium,2014-01-23
232,Baptist Memorial Hospital - Huntingdon,TN,J. A. Still Corporation,4800,2010-11-27,Theft,Other,2014-04-23,"Two diskettes containing the electronic protected health information (ePHI) of approximately 4,754 individuals were lost by the Covered Entity's (CE) Business Associate (BA) after the package containing the diskettes was damaged by the mail carrier.  Although one of the diskettes was eventually found, the other diskette was never recovered.  The ePHI on the diskettes included names, addresses, dates of birth, social security numbers, and clinical information.  Upon discovery of the breach, the CE obtained a copy of the information contained on the diskettes and notified all affected individuals, OCR and the media.  Following OCR's investigation, the CE terminated its contract with the BA involved in the incident and provided evidence of the assurances in its BA agreement pertaining to the return or destruction of ePHI.  Lastly, the CE entered an accounting of disclosures for each affected individual into its electronic database.",2010-11-27,,2010,Open,,0,Medium,2014-04-23
233,"Grays Harbor Pediatrics, PLLC",WA,Unknown,12009,2010-11-23,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-11-23,,2010,Open,,0,Medium,2014-01-23
234,"Hanger Prosthetics & Orthotics, Inc.",TX,Unknown,4486,2010-11-24,Theft,Laptop,2014-01-23,"An unencrypted laptop was stolen from an employee offsite.  The laptop contained the PHI of 4,486 patients. The protected health information involved in the breach contained names, addresses and procedure codes. Following the breach, the CE filed a police report, notified affected patients and notified the media. Following the discovery of the breach, the covered entity encrypted all existing laptops and implemented a policy requiring all future purchased laptops to be encrypted prior to being issued for use.  

",2010-11-24,,2010,Open,,0,Medium,2014-01-23
235,Baylor Heart and Vascular Center,TX,Unknown,8241,2010-12-02,Theft,"Other Portable Electronic Device, Other",2014-04-23,"A portable ultrasound machine containing electronic protected health information (ePHI) of approximately 8,241 individuals was stolen from the covered entity's (CE) facility.  The ePHI involved in the breach included patient names, dates of birth, and limited health information.  Upon discovery of the breach, the CE conducted a privacy and security assessment of its portable machines to identify vulnerabilities.  Following OCR's investigation, the CE updated its privacy and security policies, retrained its employees, and increased physical security to ensure reasonable safeguards.",2010-12-02,,2010,Open,,0,Medium,2014-04-23
236,"CHC MEMPHIS CMHC, LLC",TN,Unknown,500,2010-12-04,Theft,Desktop Computer,2014-01-23,Not provided,2010-12-04,,2010,Open,,0,Medium,2014-01-23
237,Jefferson Center for Mental Health,CO,Unknown,546,2010-12-13,Theft,Paper,2014-01-23,Not provided,2010-12-13,,2010,Open,,0,Medium,2014-01-23
